symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
SRCE,2012-12-31,False,FY,2012,10-K,61384000.0,,49633000.0,2.02,2.02,0.66,4550693000.0,,,83934000.0,558655000.0,93193000.0,-255026000.0,131440000.0
FLWS,2012-12-30,False,Q2,2012,10-Q,253016000.0,25998000.0,16011000.0,0.25,0.24,0.0,285145000.0,134970000.0,106886000.0,26964000.0,170391000.0,21139000.0,-10415000.0,-12614000.0
FCTY,2013-03-31,False,Q1,2013,10-Q,359000.0,,1442000.0,0.17,0.16,0.0,493415000.0,,,8422000.0,50640000.0,1206000.0,-17626000.0,-6627000.0
SRCE,2013-03-31,False,Q1,2013,10-Q,62826000.0,,12404000.0,0.5,0.5,0.17,4558028000.0,,,64457000.0,568362000.0,19384000.0,-34908000.0,-3953000.0
SRCE,2013-06-30,False,Q2,2013,10-Q,64732000.0,,13942000.0,0.56,0.56,0.17,4638811000.0,,,68021000.0,567753000.0,41485000.0,-146561000.0,89163000.0
SRCE,2013-09-30,False,Q3,2013,10-Q,67124000.0,,14896000.0,0.6,0.6,0.17,4649961000.0,,,91766000.0,578229000.0,68653000.0,-142344000.0,81523000.0
FLWS,2013-09-29,False,Q1,2014,10-Q,123048000.0,-7081000.0,-4639000.0,-0.07,-0.07,0.0,301679000.0,144821000.0,132186000.0,3642000.0,164009000.0,-61704000.0,-4123000.0,69315000.0
FCCY,2012-12-31,False,FY,2012,10-K,38104165.0,,5060504.0,0.92,0.9,0.0,840968382.0,,,14044921.0,65053532.0,-5588032.0,-38670566.0,43108260.0
FCCY,2013-06-30,False,Q2,2013,10-Q,8630111.0,,1557030.0,0.26,0.25,0.0,804892170.0,,,110108374.0,65275872.0,14183817.0,118207522.0,-36327886.0
FCTY,2012-12-31,False,FY,2012,10-K,1986000.0,,2942000.0,0.35,0.33,0.0,499173000.0,,,6967000.0,49173000.0,5775000.0,-85607000.0,88461000.0
FCTY,2013-09-30,False,Q3,2013,10-Q,405000.0,,803000.0,0.09,0.09,0.0,532327000.0,,,7739000.0,54435000.0,4673000.0,-37065000.0,29554000.0
FCCY,2013-03-31,False,Q1,2013,10-Q,9080401.0,,1325318.0,0.22,0.22,0.0,812565458.0,,,101439427.0,66113080.0,8253494.0,108160577.0,-29019565.0
FLWS,2013-03-31,False,Q3,2013,10-Q,192624000.0,4096000.0,2638000.0,0.04,0.04,0.0,269525000.0,114140000.0,93949000.0,17004000.0,170334000.0,26735000.0,-18433000.0,-20152000.0
FCCY,2013-09-30,False,Q3,2013,10-Q,8955402.0,,1523238.0,0.25,0.25,0.0,790168852.0,,,123815138.0,67152120.0,31153912.0,131274935.0,-52658630.0
FLWS,2013-06-30,False,FY,2013,10-K,735497000.0,25786000.0,12321000.0,0.19,0.19,0.0,250073000.0,92649000.0,75763000.0,154000.0,169271000.0,34645000.0,-24530000.0,-38815000.0
FCTY,2013-06-30,False,Q2,2013,10-Q,837000.0,,4401000.0,0.51,0.49,0.0,489331000.0,,,7117000.0,53341000.0,2762000.0,-11558000.0,-11933000.0
AVHI,2013-09-30,False,Q3,2013,10-Q,34999000.0,1935000.0,-13771000.0,-0.86,-0.86,0.0,464455000.0,,,176167000.0,298852000.0,-31095000.0,-955000.0,128402000.0
EGHT,2013-06-30,False,Q1,2014,10-Q,30004000.0,3189000.0,2139000.0,0.03,0.03,0.0,157281000.0,68132000.0,14303000.0,55915000.0,141190000.0,5233000.0,-794000.0,1171000.0
EGHT,2012-12-31,False,Q3,2013,10-Q,27340000.0,2760000.0,1920000.0,0.03,0.03,0.0,148943000.0,51860000.0,13070000.0,44557000.0,133979000.0,25991000.0,-5245000.0,1385000.0
AVHI,2013-06-30,False,Q2,2013,10-Q,29556000.0,1886000.0,-4668000.0,-0.36,-0.36,0.0,461500000.0,,,196399000.0,207236000.0,-11935000.0,-859000.0,129378000.0
EGHT,2013-03-31,False,FY,2013,10-K,107614000.0,23567000.0,13939000.0,0.2,0.19,0.0,152611000.0,63670000.0,13735000.0,50305000.0,137033000.0,31788000.0,-5868000.0,1959000.0
AVHI,2013-03-31,False,Q1,2013,10-Q,25119000.0,1412000.0,-4759000.0,-0.38,-0.38,0.0,332277000.0,,,71087000.0,175469000.0,-8336000.0,-462000.0,70000.0
AVHI,2012-12-31,False,FY,2012,10-K,107487000.0,-283000.0,-90235000.0,-7.19,-7.19,0.0,337871000.0,,,79815000.0,179876000.0,-48313000.0,-4387000.0,8199000.0
EGHT,2013-09-30,False,Q2,2014,10-Q,30815000.0,2313000.0,2231000.0,0.03,0.03,0.0,161898000.0,74509000.0,14845000.0,59345000.0,145320000.0,9011000.0,-1918000.0,1947000.0
ACCP,2013-06-30,False,Q2,2013,10-Q,467000.0,-1921000.0,867000.0,0.03,0.03,0.0,2397000.0,2349000.0,7771000.0,1798000.0,-12353000.0,1391000.0,0.0,11000.0
ACCP,2013-09-30,False,Q3,2013,10-Q,189000.0,-696000.0,-899000.0,-0.04,-0.04,0.0,1092000.0,1044000.0,8010000.0,899000.0,-13164000.0,475000.0,-1000.0,29000.0
ABAX,2012-12-31,False,Q3,2013,10-Q,49802000.0,7691000.0,4988000.0,0.23,0.22,1.0,196106000.0,142657000.0,24840000.0,47427000.0,165698000.0,26138000.0,-4157000.0,-20188000.0
ACTG,2013-03-31,False,Q1,2013,10-Q,76861000.0,7095000.0,5113000.0,0.11,0.11,0.0,714532000.0,377900000.0,53863000.0,193161000.0,632344000.0,16825000.0,-48214000.0,2746000.0
ACCP,2013-03-31,False,Q1,2013,10-Q,1224000.0,-503000.0,3354000.0,0.14,0.13,0.0,1721000.0,1673000.0,7745000.0,50000.0,-13606000.0,-346000.0,0.0,
ABMD,2013-06-30,False,Q1,2013,10-Q,42670000.0,-1307000.0,-1723000.0,-0.04,-0.04,0.0,170463000.0,106685000.0,23092000.0,11727000.0,141305000.0,-33000.0,888000.0,1505000.0
ABAX,2013-03-31,False,FY,2013,10-K,186025000.0,42136000.0,27459000.0,1.25,1.23,1.0,201763000.0,152963000.0,20019000.0,54910000.0,176194000.0,29197000.0,-1657000.0,-18165000.0
ACTG,2012-12-31,False,FY,2012,10-K,250727000.0,80412000.0,59453000.0,1.26,1.24,0.0,668717000.0,324563000.0,21993000.0,221804000.0,618478000.0,104603000.0,-408792000.0,211260000.0
ACTG,2013-06-30,False,Q2,2013,10-Q,23110000.0,-22930000.0,-12503000.0,-0.26,-0.26,0.0,680592000.0,345361000.0,42086000.0,148909000.0,618904000.0,18104000.0,-87858000.0,-3141000.0
ACTG,2013-09-30,False,Q3,2013,10-Q,15520000.0,-35336000.0,-15904000.0,-0.33,-0.33,0.0,657716000.0,329501000.0,33373000.0,118303000.0,605273000.0,-4819000.0,-88135000.0,-10547000.0
ABMD,2012-12-31,False,Q3,2012,10-Q,38250000.0,2918000.0,2684000.0,0.07,0.07,0.0,165009000.0,122002000.0,23289000.0,10757000.0,136045000.0,18841000.0,-5824000.0,-7883000.0
SHLM,2013-02-28,False,Q2,2013,10-Q,522369000.0,9318000.0,11785000.0,0.4,0.4,0.195,1247446000.0,728554000.0,377860000.0,79696000.0,534022000.0,-8052000.0,-41241000.0,5017000.0
ACCP,2012-12-31,False,FY,2012,10-K,4404000.0,-4316000.0,-12531000.0,-0.52,-0.52,0.0,1730000.0,1681000.0,6629000.0,396000.0,-17076000.0,-3955000.0,-13000.0,1904000.0
ABMD,2013-09-30,False,Q2,2013,10-Q,44345000.0,1398000.0,1059000.0,0.03,0.03,0.0,181019000.0,110614000.0,24046000.0,10120000.0,150704000.0,5122000.0,-10085000.0,5204000.0
ABMD,2013-03-31,False,FY,2013,10-K,158124000.0,16543000.0,15014000.0,0.38,0.37,0.0,169999000.0,116605000.0,27056000.0,9451000.0,137080000.0,26399000.0,-10265000.0,-11811000.0
AXAS,2012-12-31,False,FY,2012,10-K,68573000.0,-16348000.0,-18791000.0,-0.2,-0.2,0.0,240607000.0,23021000.0,54490000.0,2061000.0,46700000.0,51375000.0,-47003000.0,-2311000.0
AXAS,2013-03-31,False,Q1,2013,10-Q,21196000.0,3768000.0,595000.0,0.01,0.01,0.0,258161000.0,32768000.0,66163000.0,154000.0,47631000.0,9913000.0,-17773000.0,5953000.0
SHLM,2012-11-30,False,Q1,2013,10-Q,540552000.0,17576000.0,11779000.0,0.4,0.4,0.195,1252224000.0,744093000.0,396325000.0,107142000.0,523978000.0,10343000.0,-33482000.0,5806000.0
AAON,2013-09-30,False,Q3,2013,10-Q,89690000.0,16929000.0,10522000.0,0.29,0.28,0.0,220138000.0,109121000.0,43109000.0,2289000.0,161930000.0,38843000.0,-32672000.0,-7041000.0
ACHC,2012-12-31,False,FY,2012,10-K,561997000.0,,20403000.0,0.53,0.53,0.0,983413000.0,140981000.0,71851000.0,49399000.0,432550000.0,33898000.0,-524644000.0,479027000.0
SHLM,2013-08-31,False,FY,2013,10-K,2133402000.0,63103000.0,26099000.0,0.89,0.89,0.78,1238342000.0,747685000.0,372034000.0,134054000.0,514744000.0,83713000.0,-49487000.0,-26241000.0
ACAD,2012-12-31,False,FY,2012,10-K,4907000.0,-20886000.0,-20849000.0,-0.38,-0.38,0.0,108590000.0,108548000.0,5948000.0,57899000.0,84984000.0,-21633000.0,-25528000.0,98172000.0
ACAD,2013-03-31,False,Q1,2013,10-Q,417000.0,-6164000.0,-6123000.0,-0.08,-0.08,0.0,103015000.0,102985000.0,5695000.0,18436000.0,79662000.0,-6585000.0,-33086000.0,208000.0
ACHC,2013-06-30,False,Q2,2013,10-Q,182951000.0,,12197000.0,0.24,0.24,0.0,1114172000.0,127089000.0,86679000.0,7399000.0,450840000.0,27950000.0,-155953000.0,86003000.0
ACHC,2013-03-31,False,Q1,2013,10-Q,165705000.0,,3738000.0,0.07,0.07,0.0,1085177000.0,212292000.0,70770000.0,99775000.0,436859000.0,167000.0,-35272000.0,85481000.0
ACHC,2013-09-30,False,Q3,2013,10-Q,190574000.0,,14364000.0,0.29,0.29,0.0,1162986000.0,142880000.0,101273000.0,4034000.0,466533000.0,44875000.0,-192047000.0,101807000.0
ABAX,2013-09-30,False,Q2,2014,10-Q,45851000.0,5699000.0,3996000.0,0.18,0.18,0.0,208665000.0,159105000.0,17426000.0,71446000.0,184703000.0,14176000.0,4850000.0,-2836000.0
ACAD,2013-09-30,False,Q3,2013,10-Q,240000.0,-10811000.0,-10695000.0,-0.12,-0.12,0.0,199285000.0,198675000.0,7870000.0,11803000.0,180754000.0,-21504000.0,-135645000.0,111053000.0
AXAS,2013-09-30,False,Q3,2013,10-Q,29095000.0,11161000.0,3190000.0,0.03,0.03,0.0,257235000.0,44223000.0,76839000.0,4985000.0,59608000.0,35998000.0,-18745000.0,-14347000.0
ABAX,2013-06-30,False,Q1,2014,10-Q,43169000.0,4636000.0,3229000.0,0.15,0.14,0.0,202542000.0,152514000.0,17507000.0,67786000.0,179411000.0,12157000.0,2863000.0,-2298000.0
AAON,2013-03-31,False,Q1,2013,10-Q,66833000.0,8338000.0,7140000.0,0.29,0.29,0.0,194473000.0,96027000.0,34628000.0,9717000.0,145016000.0,8491000.0,-1281000.0,-652000.0
ACAD,2013-06-30,False,Q2,2013,10-Q,451000.0,-9157000.0,-9081000.0,-0.11,-0.11,0.0,206909000.0,206761000.0,7776000.0,24247000.0,181475000.0,-12029000.0,-131702000.0,110079000.0
AXAS,2013-06-30,False,Q2,2013,10-Q,21494000.0,2867000.0,7866000.0,0.09,0.08,0.0,260093000.0,65919000.0,62368000.0,2432000.0,55999000.0,22771000.0,-30274000.0,7818000.0
AAON,2012-12-31,False,FY,2012,10-K,303114000.0,44234000.0,27449000.0,1.12,1.11,0.36,193493000.0,91546000.0,39625000.0,3159000.0,138136000.0,51167000.0,-30335000.0,-17686000.0
ABAX,2013-06-30,True,Q1,2014,10-Q,43169000.0,4636000.0,3229000.0,0.15,0.14,0.0,202542000.0,152514000.0,17507000.0,67786000.0,179411000.0,12157000.0,2863000.0,-2298000.0
AAON,2013-06-30,False,Q2,2013,10-Q,91241000.0,18646000.0,12119000.0,0.33,0.33,0.1,221214000.0,121411000.0,53615000.0,19415000.0,152520000.0,27740000.0,-9626000.0,-1858000.0
SHLM,2013-05-31,False,Q3,2013,10-Q,548589000.0,16707000.0,5217000.0,0.18,0.18,0.195,1273212000.0,771785000.0,380011000.0,130088000.0,527532000.0,52577000.0,-45133000.0,-492000.0
AXDX,2013-06-30,False,Q2,2013,10-Q,7373.0,-3777588.0,-3776544.0,-0.131,-0.131,0.0,29331582.0,28113251.0,1807221.0,27172817.0,27524361.0,-4176687.0,-896673.0,20177430.0
XLRN,2013-09-30,False,Q3,2013,10-Q,4270000.0,-6884000.0,-24785000.0,-5.62,-5.62,0.0,127260000.0,122761000.0,16523000.0,116479000.0,74564000.0,-18286000.0,-187000.0,95341000.0
ANCX,2013-09-30,False,Q3,2013,10-Q,13820000.0,,2805000.0,0.27,0.27,0.0,846564000.0,,,9556000.0,96418000.0,107064000.0,-48382000.0,-24846000.0
AXDX,2013-09-30,False,Q3,2013,10-Q,12797.0,-3796669.0,-3796614.0,-0.1,-0.1,0.0,45932950.0,44634032.0,411943.0,33452907.0,44994341.0,-7002386.0,-12038849.0,40425395.0
ANCX,2012-12-31,False,FY,2012,10-K,91510000.0,,17723000.0,1.73,1.71,0.0,863914000.0,,,15735000.0,91267000.0,2842000.0,-44122000.0,35312000.0
ARAY,2012-12-31,False,Q2,2013,10-Q,77779000.0,-22266000.0,-29171000.0,-0.35,-0.35,0.0,415635000.0,272003000.0,167982000.0,94773000.0,150827000.0,-41811000.0,-13300000.0,5147000.0
AXDX,2013-03-31,False,Q1,2013,10-Q,15678.0,-2550760.0,-2549299.0,-0.09,-0.09,0.0,31229045.0,30142324.0,1136043.0,29256692.0,30093002.0,-2274346.0,-675069.0,20137360.0
ARAY,2013-03-31,False,Q3,2013,10-Q,70547000.0,-25035000.0,-31203000.0,-0.42,-0.42,0.0,497078000.0,353570000.0,163966000.0,181526000.0,122045000.0,-61941000.0,-15714000.0,116017000.0
ACET,2013-03-31,False,Q3,2013,10-Q,150871000.0,11746000.0,7593000.0,0.28,0.28,0.055,333282000.0,228486000.0,91160000.0,35423000.0,185169000.0,17417000.0,-1588000.0,-5460000.0
ANCX,2013-06-30,False,Q2,2013,10-Q,17109000.0,,3524000.0,0.34,0.34,0.0,841683000.0,,,11499000.0,94580000.0,67218000.0,-31437000.0,-27100000.0
ARAY,2013-09-30,False,Q1,2014,10-Q,76641000.0,-12286000.0,-15533000.0,-0.21,-0.21,0.0,473161000.0,334244000.0,162807000.0,62436000.0,94666000.0,-11254000.0,-1480000.0,629000.0
ACET,2012-12-31,False,Q2,2013,10-Q,113956000.0,6612000.0,4513000.0,0.17,0.17,0.055,315447000.0,209489000.0,78152000.0,25326000.0,179261000.0,2049000.0,-978000.0,-1105000.0
ACET,2013-06-30,False,FY,2013,10-K,499690000.0,34416000.0,22328000.0,0.83,0.81,0.22,323430000.0,218300000.0,89907000.0,33231000.0,194640000.0,23731000.0,-1451000.0,-14306000.0
ARAY,2013-06-30,False,FY,2013,10-K,315974000.0,-80655000.0,-103219000.0,-1.33,-1.33,0.0,475929000.0,335935000.0,155859000.0,73313000.0,106835000.0,-66177000.0,-121622000.0,117917000.0
ANCX,2013-03-31,False,Q1,2013,10-Q,20000000.0,,3684000.0,0.36,0.35,0.0,876361000.0,,,8780000.0,93973000.0,43650000.0,-39559000.0,9990000.0
ACHN,2013-06-30,False,Q2,2013,10-Q,100000.0,-20113000.0,-19940000.0,-0.21,-0.21,0.0,190928000.0,137048000.0,13854000.0,17237000.0,176910000.0,-26411000.0,-108320000.0,133442000.0
ACHN,2013-09-30,False,Q3,2013,10-Q,100000.0,-14076000.0,-13919000.0,-0.14,-0.14,0.0,176061000.0,141933000.0,11538000.0,25630000.0,164413000.0,-39661000.0,-86627000.0,133392000.0
ACHN,2013-03-31,False,Q1,2013,10-Q,100000.0,-11793000.0,-11738000.0,-0.14,-0.14,0.0,205835000.0,149357000.0,10580000.0,39398000.0,195000000.0,-13170000.0,-99190000.0,133232000.0
ACRX,2013-09-30,False,Q3,2013,10-Q,548000.0,,-10986000.0,-0.26,-0.26,0.0,80661000.0,76999000.0,12428000.0,60795000.0,53205000.0,-25935000.0,-4838000.0,211742000.0
ACHN,2012-12-31,False,FY,2012,10-K,2607000.0,-47293000.0,-47127000.0,-0.64,-0.64,0.0,81530000.0,67867000.0,9136000.0,18526000.0,72047000.0,-46534000.0,4635000.0,44315000.0
ACRX,2013-03-31,False,Q1,2013,10-Q,940000.0,,-12762000.0,-0.34,-0.34,0.0,52985000.0,50334000.0,14983000.0,37079000.0,21923000.0,-9672000.0,628000.0,-1809000.0
ACET,2013-09-30,False,Q1,2014,10-Q,129261000.0,17416000.0,11335000.0,0.41,0.4,0.06,333262000.0,228887000.0,89667000.0,35058000.0,208438000.0,8010000.0,-412000.0,-6388000.0
ACRX,2013-06-30,False,Q2,2013,10-Q,407000.0,,-17447000.0,-0.47,-0.47,0.0,40797000.0,35226000.0,12121000.0,21919000.0,6041000.0,-19096000.0,-3330000.0,164519000.0
ACRX,2012-12-31,False,FY,2012,10-K,2394000.0,,-33363000.0,-1.51,-1.51,0.0,64520000.0,61766000.0,14331000.0,47932000.0,33847000.0,-24582000.0,14955000.0,49765000.0
ACIW,2013-03-31,False,Q1,2013,10-Q,161997000.0,-4009000.0,-2166000.0,-0.05,-0.05,0.0,1557316000.0,422026000.0,311527000.0,112484000.0,525726000.0,34927000.0,-273207000.0,278767000.0
ACNB,2013-03-31,False,Q1,2013,10-Q,12611000.0,,2418000.0,0.41,0.41,0.19,1036039000.0,,,11967000.0,102304000.0,6611000.0,4022000.0,-15729000.0
ACNB,2012-12-31,False,FY,2012,10-K,4806000.0,,8886000.0,1.49,1.49,0.76,1049995000.0,,,19078000.0,101264000.0,9303000.0,-17797000.0,37256000.0
ACIW,2013-06-30,False,Q2,2013,10-Q,205830000.0,11522000.0,1881000.0,0.05,0.05,0.0,1533724000.0,417915000.0,321509000.0,107741000.0,508419000.0,57631000.0,-277830000.0,256182000.0
ACIW,2012-12-31,False,FY,2012,10-K,666579000.0,74372000.0,48846000.0,1.26,1.22,0.0,1250886000.0,356126000.0,266599000.0,76329000.0,534357000.0,-9265000.0,-342940000.0,233901000.0
ACIW,2013-09-30,False,Q3,2013,10-Q,213939000.0,29555000.0,13762000.0,0.35,0.35,0.0,1601495000.0,475694000.0,295420000.0,166511000.0,476696000.0,86560000.0,-282562000.0,287731000.0
ACNB,2013-06-30,False,Q2,2013,10-Q,12496000.0,,2322000.0,0.38,0.38,0.19,1038856000.0,,,15398000.0,101796000.0,11248000.0,-11447000.0,-12968000.0
ACNB,2013-09-30,False,Q3,2013,10-Q,12067000.0,,2308000.0,0.39,0.39,0.19,1034530000.0,,,16371000.0,103020000.0,17505000.0,-29606000.0,-20057000.0
ACOR,2013-03-31,False,Q1,2013,10-Q,71865000.0,-2496000.0,-1139000.0,-0.03,-0.03,0.0,565423000.0,390875000.0,96864000.0,34687000.0,391639000.0,-7655000.0,-1172000.0,1638000.0
ACOR,2012-12-31,False,FY,2012,10-K,305814000.0,25602000.0,154958000.0,3.93,3.84,0.0,565332000.0,333063000.0,98871000.0,41876000.0,385921000.0,52119000.0,-71283000.0,3086000.0
ACOR,2013-06-30,False,Q2,2013,10-Q,87053000.0,8740000.0,3910000.0,0.1,0.09,0.0,575906000.0,412905000.0,96860000.0,42702000.0,404798000.0,653000.0,-3933000.0,4106000.0
ACOR,2013-09-30,False,Q3,2013,10-Q,84919000.0,11372000.0,7477000.0,0.19,0.18,0.0,586647000.0,387803000.0,88258000.0,46266000.0,426391000.0,20095000.0,-27218000.0,11513000.0
ACXM,2012-12-31,False,Q3,2013,10-Q,273102000.0,26898000.0,14525000.0,0.2,0.19,0.0,1153643000.0,436509000.0,211042000.0,186220000.0,611035000.0,75911000.0,-41630000.0,-77570000.0
ACUR,2012-12-31,False,FY,2012,10-K,0.0,-9739000.0,-9668000.0,-0.2,-0.2,0.0,29054000.0,27991000.0,1419000.0,7476000.0,27630000.0,-7038000.0,-20133000.0,-1038000.0
ACXM,2012-12-31,False,Q3,2013,10-Q,273102000.0,26898000.0,14525000.0,0.2,0.19,0.0,1153643000.0,436509000.0,211042000.0,186220000.0,611035000.0,75911000.0,-41630000.0,-77570000.0
ACXM,2013-09-30,False,Q2,2014,10-Q,276271000.0,19631000.0,9839000.0,0.13,0.13,0.0,1174211000.0,460472000.0,205781000.0,216616000.0,630269000.0,57370000.0,-34677000.0,-29511000.0
ACXM,2013-06-30,False,Q1,2014,10-Q,266193000.0,24072000.0,13180000.0,0.18,0.17,0.0,1155289000.0,436814000.0,194528000.0,207630000.0,622711000.0,16849000.0,-16835000.0,-15274000.0
ACXM,2013-03-31,False,FY,2013,10-K,1099359000.0,102719000.0,57607000.0,0.77,0.75,0.0,1187706000.0,461096000.0,224576000.0,222974000.0,619368000.0,150132000.0,-66940000.0,-89223000.0
ICGE,2013-09-30,False,Q3,2013,10-Q,16071000.0,-8648000.0,-3332000.0,-0.09,-0.09,0.0,407855000.0,219461000.0,79992000.0,58621000.0,314343000.0,-15760000.0,59799000.0,-6042000.0
ICGE,2013-06-30,False,Q2,2013,10-Q,48662000.0,-5679000.0,-6858000.0,-0.19,-0.19,0.0,407811000.0,146069000.0,56411000.0,89034000.0,316914000.0,-14710000.0,67243000.0,-8990000.0
ICGE,2013-03-31,False,Q1,2013,10-Q,46339000.0,-9185000.0,19068000.0,0.52,0.52,0.0,412962000.0,151727000.0,48045000.0,97023000.0,326882000.0,-18350000.0,70337000.0,-450000.0
ADMP,2012-12-31,False,Q3,2013,10-Q,,-747829.0,-1974000.0,-0.02,-0.02,0.0,920816.0,790816.0,4164780.0,1423.0,-3243964.0,-2541696.0,,2535600.0
ACUR,2013-03-31,False,Q1,2013,10-Q,4000.0,-4244000.0,-4218000.0,-0.09,-0.09,0.0,25245000.0,24218000.0,2175000.0,3460000.0,23065000.0,-3323000.0,21000.0,-714000.0
ICGE,2012-12-31,False,FY,2012,10-K,166593000.0,-21207000.0,22989000.0,0.64,0.63,0.0,447759000.0,183230000.0,70621000.0,45642000.0,339032000.0,-6336000.0,-70422000.0,-3093000.0
ADMP,2013-03-31,False,FY,2013,10-K,,-3217573.0,-7194792.0,-0.07,-0.07,0.0,350929.0,350929.0,4678867.0,,-4327938.0,-2559009.0,,2551490.0
ADMP,2013-06-30,False,Q1,2013,10-Q,,-739760.0,-1042462.0,-0.01,-0.01,0.0,4111298.0,4111298.0,9086686.0,3413522.0,-4975388.0,-1679986.0,,5093508.0
ATVI,2013-06-30,False,Q2,2013,10-Q,1050000000.0,430000000.0,318000000.0,0.28,0.28,0.0,13411000000.0,5629000000.0,1193000000.0,4341000000.0,11935000000.0,434000000.0,176000000.0,-176000000.0
ACUR,2013-09-30,False,Q3,2013,10-Q,83000.0,-3225000.0,-3190000.0,-0.07,-0.07,0.0,21762000.0,20766000.0,1111000.0,2553000.0,20646000.0,-10516000.0,3073000.0,2520000.0
ACUR,2013-06-30,False,Q2,2013,10-Q,1000.0,-3140000.0,-3076000.0,-0.07,-0.07,0.0,21505000.0,20491000.0,1076000.0,584000.0,20424000.0,-7398000.0,969000.0,-463000.0
ATVI,2013-03-31,False,Q1,2013,10-Q,1324000000.0,587000000.0,446000000.0,0.4,0.4,0.19,13725000000.0,5803000000.0,1899000000.0,4299000000.0,11535000000.0,325000000.0,80000000.0,23000000.0
ADMP,2013-09-30,False,Q2,2013,10-Q,,-957032.0,-31995.0,,,0.0,3522665.0,,8455689.0,119579.0,-4933024.0,-1982182.0,-3000000.0,5101761.0
ATVI,2012-12-31,True,FY,2012,10-K,4856000000.0,1451000000.0,1125000000.0,1.01,1.01,0.18,14200000000.0,6274000000.0,2652000000.0,3959000000.0,11317000000.0,1345000000.0,-124000000.0,-497000000.0
ATVI,2012-12-31,False,FY,2012,10-K,4856000000.0,1451000000.0,1125000000.0,1.01,1.01,0.18,14200000000.0,6274000000.0,2652000000.0,3959000000.0,11317000000.0,1345000000.0,-124000000.0,-497000000.0
ACPW,2013-03-31,False,Q1,2013,10-Q,18610000.0,-200000.0,-273000.0,-0.01,-0.01,0.0,45896000.0,43167000.0,19208000.0,15049000.0,25914000.0,1688000.0,-214000.0,352000.0
ACPW,2012-12-31,False,FY,2012,10-K,76315000.0,-1726000.0,-1922000.0,-0.1,-0.1,0.0,45799000.0,43032000.0,19087000.0,13524000.0,25999000.0,-5990000.0,-1062000.0,10096000.0
ATVI,2013-09-30,False,Q3,2013,10-Q,691000000.0,70000000.0,55000000.0,0.05,0.05,0.0,16060000000.0,8251000000.0,1433000000.0,4444000000.0,12139000000.0,384000000.0,191000000.0,-129000000.0
ACPW,2013-03-31,True,Q1,2013,10-Q,14424000.0,-1348000.0,-1421000.0,-0.07,-0.07,0.0,44748000.0,42019000.0,19208000.0,15049000.0,24766000.0,1688000.0,-214000.0,352000.0
ACPW,2013-09-30,False,Q3,2013,10-Q,13154000.0,-2965000.0,-3135000.0,-0.16,-0.16,0.0,42263000.0,39110000.0,18194000.0,14252000.0,23332000.0,934000.0,-859000.0,614000.0
ACPW,2013-06-30,True,Q2,2013,10-Q,20195000.0,510000.0,332000.0,0.02,0.02,0.0,49052000.0,45722000.0,22758000.0,14512000.0,25605000.0,1492000.0,-671000.0,366000.0
ACPW,2013-06-30,False,Q2,2013,10-Q,20195000.0,510000.0,332000.0,0.02,0.02,0.0,50200000.0,46870000.0,22758000.0,14512000.0,26753000.0,1492000.0,-671000.0,366000.0
ADUS,2013-09-30,False,Q3,2013,10-Q,67306000.0,4263000.0,2567000.0,0.24,0.23,0.0,156717000.0,97405000.0,40799000.0,29464000.0,112821000.0,25103000.0,19082000.0,-16458000.0
ADUS,2013-06-30,False,Q2,2013,10-Q,65755000.0,3980000.0,2432000.0,0.23,0.22,0.0,155155000.0,95394000.0,41790000.0,38777000.0,110268000.0,34246000.0,19252000.0,-16458000.0
ADUS,2013-03-31,False,Q1,2013,10-Q,62998000.0,3742000.0,13261000.0,0.25,0.25,0.0,151350000.0,91197000.0,40470000.0,17784000.0,107783000.0,13025000.0,19480000.0,-16458000.0
ADUS,2012-12-31,False,FY,2012,10-K,244315000.0,15663000.0,7635000.0,0.86,0.86,0.0,149857000.0,87836000.0,39190000.0,1737000.0,94417000.0,15405000.0,-619000.0,-15069000.0
AEY,2013-09-30,False,FY,2013,10-K,33357592.0,2732047.0,1669716.0,0.17,0.17,0.0,43116120.0,33578626.0,2427733.0,8366657.0,39176783.0,4034638.0,-198873.0,-660622.0
ADEP,2013-03-30,False,Q3,2013,10-Q,882000.0,,,,,0.0,28472000.0,24011000.0,10560000.0,6716000.0,9258000.0,-4189000.0,-5000.0,2197000.0
ADMA,2013-03-31,False,Q1,2013,10-Q,792935.0,-3150089.0,-3241647.0,-0.55,-0.55,0.0,13817307.0,12305553.0,2100801.0,10320517.0,6400643.0,-3074771.0,-66074.0,925690.0
AEY,2013-06-30,False,Q3,2013,10-Q,7155201.0,385897.0,235520.0,0.02,0.02,0.0,42972782.0,33413145.0,2655753.0,8228838.0,38812423.0,3788817.0,-136873.0,-614620.0
ADEP,2013-09-28,False,Q1,2014,10-Q,13571000.0,-242000.0,-502000.0,-0.05,-0.05,0.0,29869000.0,25855000.0,11390000.0,6547000.0,10154000.0,141000.0,-144000.0,231000.0
AEY,2013-03-31,False,Q2,2013,10-Q,8225039.0,485818.0,296309.0,0.03,0.03,0.0,43167505.0,33632552.0,3096363.0,7538630.0,38551534.0,2946564.0,-30830.0,-568618.0
