symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AVTR,2011-09-30,True,Q3,2011,10-Q,14703000.0,,-121561000.0,-9.76,-9.76,0.0,435806000.0,,,134427000.0,272081000.0,-17850000.0,3483000.0,33292000.0
AXK,2011-10-31,False,Q1,2011,10-Q,202008.0,-429909.0,-430274.0,-0.04,-0.04,0.0,6251615.0,1386739.0,198044.0,584985.0,4657730.0,-99670.0,-91201.0,
ACAD,2011-06-30,False,Q2,2011,10-Q,460000.0,-6584000.0,-6556000.0,-0.12,-0.12,0.0,41309000.0,41015000.0,5947000.0,8020000.0,32821000.0,-10387000.0,-2313000.0,13857000.0
ACAD,2011-09-30,False,Q3,2011,10-Q,584000.0,-5093000.0,-5076000.0,-0.1,-0.1,0.0,37022000.0,36763000.0,6409000.0,8317000.0,28144000.0,-14559000.0,2165000.0,13847000.0
AXAS,2011-06-30,False,Q2,2011,10-Q,16953000.0,3438000.0,8937000.0,0.1,0.1,0.0,,,,4151000.0,,6579000.0,-17165000.0,14638000.0
AXAS,2011-09-30,False,Q3,2011,10-Q,18020000.0,4225000.0,20085000.0,0.22,0.21,0.0,213795000.0,18287000.0,34473000.0,14000.0,67397000.0,23035000.0,-44698000.0,21578000.0
ACTG,2011-06-30,False,Q2,2011,10-Q,39746000.0,2121000.0,2139000.0,0.05,0.05,0.0,340175000.0,321720000.0,30336000.0,299415000.0,309210000.0,25119000.0,-1858000.0,173639000.0
ACTG,2011-09-30,False,Q3,2011,10-Q,50585000.0,12410000.0,12510000.0,0.3,0.29,0.0,367984000.0,350664000.0,44251000.0,310663000.0,323125000.0,45846000.0,-11344000.0,173646000.0
ABMD,2011-06-30,False,Q1,2011,10-Q,27355000.0,-4421000.0,-4594000.0,-0.12,-0.12,0.0,131137000.0,83892000.0,15379000.0,4151000.0,111183000.0,-8556000.0,-973000.0,7629000.0
ABMD,2011-09-30,False,Q2,2011,10-Q,29478000.0,766000.0,601000.0,0.02,0.02,0.0,131610000.0,86928000.0,15434000.0,5338000.0,111399000.0,-6290000.0,-2138000.0,7997000.0
ACCP,2011-06-30,False,Q2,2011,10-Q,151000.0,,-1706000.0,-0.09,-0.09,0.0,5065000.0,4472000.0,12872000.0,4346000.0,-23939000.0,-2648000.0,-39000.0,0.0
ACCP,2011-09-30,False,Q3,2011,10-Q,1041000.0,,-350000.0,0.0,0.0,0.0,2220000.0,1686000.0,14267000.0,1348000.0,-23467000.0,-5645000.0,-40000.0,0.0
ABAX,2011-06-30,False,Q1,2012,10-Q,36003000.0,3198000.0,2214000.0,0.1,0.1,0.0,190872000.0,114078000.0,16569000.0,45073000.0,170867000.0,7193000.0,-4487000.0,-1162000.0
AAON,2011-06-30,False,Q2,2011,10-Q,69076000.0,6040000.0,3839000.0,0.16,0.15,0.12,186360000.0,97722000.0,58262000.0,2091000.0,120029000.0,10175000.0,-16526000.0,6049000.0
EGHT,2011-06-30,False,Q1,2011,10-Q,18507000.0,1606000.0,1947000.0,0.03,0.03,0.0,29269000.0,22166000.0,10624000.0,16934000.0,18217000.0,2140000.0,-900000.0,-780000.0
EGHT,2011-09-30,False,Q2,2012,10-Q,19819000.0,865000.0,832000.0,0.01,0.01,0.0,61667000.0,22777000.0,13117000.0,17200000.0,48141000.0,3242000.0,-1924000.0,-592000.0
AVTR,2011-06-30,False,Q2,2011,10-Q,28366000.0,,-16526000.0,-1.33,-1.33,0.0,559876000.0,,,146036000.0,404304000.0,-3546000.0,-35000.0,34115000.0
AVTR,2011-09-30,False,Q3,2011,10-Q,14703000.0,,-121561000.0,-9.76,-9.76,0.0,435806000.0,,,134427000.0,272081000.0,-17850000.0,-3483000.0,33292000.0
ACIW,2010-06-30,False,Q2,2010,10-Q,92423000.0,4366000.0,-150000.0,0.0,0.0,0.0,552516000.0,249047000.0,172638000.0,117757000.0,217267000.0,17098000.0,-9387000.0,-13897000.0
ACPW,2011-09-30,False,Q3,2011,10-Q,20608000.0,-1232000.0,-1292000.0,-0.02,-0.02,0.0,41226000.0,37815000.0,21515000.0,9455000.0,18900000.0,-7148000.0,-2494000.0,3265000.0
ACPW,2011-06-30,False,Q2,2011,10-Q,19215000.0,-1288000.0,-1394000.0,-0.02,-0.02,0.0,44352000.0,41359000.0,23703000.0,10953000.0,19937000.0,-7034000.0,-1284000.0,3246000.0
ACNB,2011-06-30,False,Q2,2011,10-Q,13495000.0,,2106000.0,0.36,0.36,0.19,998337000.0,,,13382000.0,97333000.0,11219000.0,-17900000.0,24400000.0
ACNB,2011-09-30,False,Q3,2011,10-Q,13303000.0,,2180000.0,0.37,0.37,0.19,1024618000.0,,,13270000.0,99469000.0,17541000.0,-33039000.0,46320000.0
ICGE,2011-06-30,False,Q2,2011,10-Q,35328000.0,-2307000.0,-3233000.0,-0.09,-0.09,0.0,288646000.0,165228000.0,30879000.0,132305000.0,242251000.0,-1229000.0,46389000.0,-5390000.0
ICGE,2011-09-30,False,Q3,2011,10-Q,35142000.0,-286000.0,-2957000.0,-0.08,-0.08,0.0,281406000.0,153528000.0,34324000.0,117817000.0,232331000.0,956000.0,38620000.0,-14112000.0
ACET,2011-09-30,False,Q1,2012,10-Q,101317000.0,4950000.0,3033000.0,0.11,0.11,0.0,292355000.0,180425000.0,64567000.0,32186000.0,161372000.0,5913000.0,63000.0,-1570000.0
ATVI,2009-09-30,False,Q3,2009,10-Q,703000000.0,9000000.0,15000000.0,0.01,0.01,0.0,13452000000.0,4508000000.0,1285000000.0,2360000000.0,11292000000.0,370000000.0,-298000000.0,-703000000.0
ATVI,2009-06-30,False,Q2,2009,10-Q,1038000000.0,218000000.0,195000000.0,0.15,0.15,0.0,13519000000.0,4510000000.0,1091000000.0,2728000000.0,11531000000.0,209000000.0,-24000000.0,-441000000.0
ATVI,2009-12-31,False,FY,2009,10-K,4279000000.0,-26000000.0,113000000.0,0.09,0.09,0.0,13742000000.0,5329000000.0,2507000000.0,2768000000.0,10756000000.0,1183000000.0,-443000000.0,-949000000.0
ATVI,2010-03-31,False,Q1,2010,10-Q,1308000000.0,511000000.0,381000000.0,0.3,0.3,0.15,12866000000.0,4486000000.0,1542000000.0,2695000000.0,10868000000.0,227000000.0,-184000000.0,-87000000.0
ATVI,2010-09-30,False,Q3,2010,10-Q,745000000.0,55000000.0,51000000.0,0.04,0.04,0.0,12570000000.0,4148000000.0,1393000000.0,2123000000.0,10746000000.0,383000000.0,-323000000.0,-735000000.0
ATVI,2010-06-30,False,Q2,2010,10-Q,967000000.0,300000000.0,217000000.0,0.18,0.17,0.0,12393000000.0,3968000000.0,1090000000.0,2214000000.0,10858000000.0,201000000.0,-227000000.0,-500000000.0
ATVI,2010-12-31,False,FY,2010,10-K,4447000000.0,469000000.0,414000000.0,0.34,0.33,0.15,13406000000.0,5385000000.0,2907000000.0,2812000000.0,10203000000.0,1376000000.0,-312000000.0,-1053000000.0
ATVI,2011-03-31,False,Q1,2011,10-Q,1449000000.0,674000000.0,496000000.0,0.42,0.42,0.165,12377000000.0,4349000000.0,1891000000.0,2658000000.0,10237000000.0,134000000.0,-14000000.0,-337000000.0
ATVI,2011-06-30,False,Q2,2011,10-Q,1146000000.0,467000000.0,330000000.0,0.29,0.29,0.0,11972000000.0,3954000000.0,1246000000.0,2334000000.0,10465000000.0,56000000.0,63000000.0,-663000000.0
ATVI,2011-09-30,False,Q3,2011,10-Q,754000000.0,162000000.0,146000000.0,0.13,0.13,0.0,12113000000.0,4082000000.0,1279000000.0,2469000000.0,10571000000.0,102000000.0,210000000.0,-658000000.0
ACIW,2010-12-31,False,FY,2010,10-K,418424000.0,53648000.0,27195000.0,0.81,0.8,0.0,601529000.0,294809000.0,270764000.0,171310000.0,255623000.0,81308000.0,-19349000.0,-17575000.0
ACIW,2010-09-30,False,Q3,2010,10-Q,97017000.0,7388000.0,2336000.0,0.07,0.07,0.0,581393000.0,268508000.0,271006000.0,143902000.0,226713000.0,49133000.0,-14955000.0,-18146000.0
ACIW,2011-03-31,False,Q1,2011,10-Q,104543000.0,7498000.0,1622000.0,0.05,0.05,0.0,615453000.0,285600000.0,273377000.0,168882000.0,265658000.0,17943000.0,-24017000.0,2107000.0
ACIW,2011-06-30,False,Q2,2011,10-Q,113366000.0,10422000.0,9800000.0,0.29,0.29,0.0,613647000.0,288180000.0,265671000.0,170807000.0,279540000.0,25484000.0,-30264000.0,2836000.0
ACIW,2011-09-30,False,Q3,2011,10-Q,112149000.0,11268000.0,10539000.0,0.31,0.31,0.0,614702000.0,291239000.0,185970000.0,179700000.0,287765000.0,52235000.0,-43006000.0,1126000.0
ACHN,2011-09-30,False,Q3,2011,10-Q,64000.0,-10473000.0,-10438000.0,-0.15,-0.15,0.0,93355000.0,67265000.0,8406000.0,23388000.0,82195000.0,-25652000.0,-37774000.0,61441000.0
ACHN,2011-06-30,False,Q2,2011,10-Q,56000.0,-11276000.0,-11250000.0,-0.19,-0.19,0.0,102834000.0,101847000.0,8040000.0,81925000.0,92004000.0,-16396000.0,11483000.0,61465000.0
ANCX,2011-06-30,False,Q2,2011,10-Q,16629000.0,,2671000.0,0.26,0.26,0.0,713016000.0,,,8451000.0,77819000.0,27646000.0,8133000.0,-125032000.0
ANCX,2011-09-30,False,Q3,2011,10-Q,19578000.0,,3113000.0,0.3,0.3,0.0,765467000.0,,,10909000.0,80176000.0,-1373000.0,12479000.0,-80087000.0
ACOR,2010-06-30,False,Q2,2010,10-Q,42835573.0,-5703855.0,-6762945.0,-0.18,-0.18,0.0,295987562.0,263780158.0,70766666.0,75668846.0,122698519.0,-50048339.0,73666427.0,4736346.0
ACOR,2010-09-30,False,Q3,2010,10-Q,63622042.0,13262505.0,12437190.0,0.32,0.31,0.0,331421188.0,299512755.0,89448296.0,82404827.0,142361917.0,-20802949.0,49286476.0,6606888.0
ACOR,2010-12-31,False,FY,2010,10-K,191005240.0,-8429863.0,-11769445.0,-0.31,-0.31,0.0,342101444.0,311168647.0,94249568.0,34640716.0,151260592.0,-19216004.0,5350968.0,1191340.0
ACOR,2011-03-31,False,Q1,2011,10-Q,61286000.0,441000.0,-672000.0,-0.02,-0.02,0.0,336207000.0,305680000.0,88074000.0,78457000.0,154788000.0,-12122000.0,55781000.0,157000.0
ACOR,2011-06-30,False,Q2,2011,10-Q,65276000.0,920000.0,-285000.0,-0.01,-0.01,0.0,336095000.0,305853000.0,82576000.0,48635000.0,162752000.0,-9394000.0,20796000.0,2592000.0
ACOR,2011-09-30,False,Q3,2011,10-Q,93031000.0,20666000.0,18867000.0,0.48,0.47,0.0,351098000.0,334373000.0,74437000.0,44385000.0,186916000.0,33366000.0,-26084000.0,2462000.0
ACRX,2011-09-30,False,Q3,2011,10-Q,408000.0,,-5761000.0,-0.3,-0.3,0.0,36703000.0,34081000.0,5095000.0,1825000.0,23355000.0,-9296000.0,-31541000.0,108344000.0
ACRX,2011-06-30,False,Q2,2011,10-Q,40000.0,,-4763000.0,-0.25,-0.25,0.0,40987000.0,39008000.0,3777000.0,18760000.0,28415000.0,-5026000.0,-18730000.0,108197000.0
ARAY,2011-09-30,False,Q1,2012,10-Q,100451000.0,-24687000.0,-26510000.0,-0.38,-0.38,0.0,500035000.0,331223000.0,172120000.0,140150000.0,239021000.0,-51817000.0,-2379000.0,97011000.0
AEIS,2011-06-30,False,Q2,2011,10-Q,138154000.0,17318000.0,13586000.0,0.31,0.31,0.0,542004000.0,396648000.0,95958000.0,135564000.0,415653000.0,13504000.0,-9105000.0,1228000.0
AEIS,2011-09-30,False,Q3,2011,10-Q,128498000.0,10674000.0,6592000.0,0.15,0.15,0.0,553430000.0,406444000.0,96558000.0,132253000.0,425097000.0,26652000.0,-27602000.0,1081000.0
ADXS,2011-07-31,False,Q3,2011,10-Q,0.0,-3596805.0,3456215.0,0.02,0.01,0.0,4751845.0,1892272.0,8408215.0,1814188.0,-12182546.0,-7421049.0,-239019.0,33011589.0
AMD,2010-06-26,False,Q2,2010,10-Q,1653000000.0,125000000.0,-43000000.0,-0.06,-0.06,0.0,4955000000.0,3313000000.0,1630000000.0,1084000000.0,752000000.0,-75000000.0,-699000000.0,201000000.0
AMD,2010-09-25,False,Q3,2010,10-Q,1618000000.0,128000000.0,-118000000.0,-0.17,-0.17,0.0,4595000000.0,3212000000.0,1665000000.0,620000000.0,614000000.0,-199000000.0,-1020000000.0,182000000.0
AMD,2010-12-25,False,FY,2010,10-K,6494000000.0,848000000.0,471000000.0,0.66,0.64,0.0,4964000000.0,3594000000.0,1674000000.0,606000000.0,1013000000.0,-412000000.0,-1123000000.0,484000000.0
AMD,2011-04-02,False,Q1,2011,10-Q,1613000000.0,54000000.0,510000000.0,0.71,0.68,0.0,5209000000.0,3411000000.0,1375000000.0,602000000.0,1558000000.0,-168000000.0,-14000000.0,178000000.0
AMD,2011-07-02,False,Q2,2011,10-Q,1574000000.0,105000000.0,61000000.0,0.08,0.08,0.0,5224000000.0,3438000000.0,1312000000.0,554000000.0,1641000000.0,6000000.0,-244000000.0,186000000.0
AMD,2011-10-01,False,Q3,2011,10-Q,1690000000.0,138000000.0,97000000.0,0.13,0.13,0.0,5236000000.0,3412000000.0,1855000000.0,625000000.0,1744000000.0,195000000.0,-210000000.0,34000000.0
AEY,2011-06-30,False,Q3,2011,10-Q,8695205.0,924994.0,467577.0,0.05,0.05,0.0,52913010.0,43842528.0,6050369.0,12031640.0,35236289.0,5173404.0,-527159.0,-1353756.0
AEY,2011-09-30,False,FY,2011,10-K,38079530.0,4924941.0,2536307.0,0.25,0.25,0.0,52887871.0,42551681.0,5730139.0,10943654.0,35956354.0,6016667.0,-2004906.0,-1807258.0
ADEP,2011-10-01,False,Q1,2012,10-Q,16619000.0,-435000.0,-619000.0,-0.07,-0.07,0.0,37044000.0,29391000.0,13473000.0,7142000.0,17998000.0,-1076000.0,-260000.0,-42000.0
ADTN,2010-09-30,False,Q3,2010,10-Q,162957000.0,45045000.0,32084000.0,0.51,0.5,0.09,657704000.0,343190000.0,55871000.0,26062000.0,536566000.0,63046000.0,-58585000.0,-3397000.0
ADTN,2010-06-30,False,Q2,2010,10-Q,150361000.0,38617000.0,27751000.0,0.45,0.44,0.09,622720000.0,336186000.0,73889000.0,29507000.0,487738000.0,48979000.0,-30492000.0,-12513000.0
ADTN,2010-12-31,False,FY,2010,10-K,605674000.0,153864000.0,113989000.0,1.82,1.78,0.0,691974000.0,354913000.0,49961000.0,31677000.0,572322000.0,92789000.0,-74919000.0,-11722000.0
ADTN,2011-03-31,False,Q1,2011,10-Q,165522000.0,45606000.0,34258000.0,0.53,0.52,0.09,784630000.0,328513000.0,69602000.0,37321000.0,641918000.0,36487000.0,-65817000.0,34887000.0
ADTN,2011-06-30,False,Q2,2011,10-Q,184227000.0,51310000.0,36943000.0,0.57,0.56,0.09,808379000.0,359161000.0,64308000.0,23787000.0,673683000.0,65746000.0,-104698000.0,30606000.0
ADTN,2011-09-30,False,Q3,2011,10-Q,192194000.0,51107000.0,36213000.0,0.57,0.56,0.09,801295000.0,358930000.0,75230000.0,32526000.0,664712000.0,108791000.0,-97280000.0,-9631000.0
ADBE,2008-11-28,False,FY,2008,10-K,3579889000.0,1028271000.0,871814000.0,1.62,1.59,0.0,5821598000.0,2735103000.0,762599000.0,886443000.0,4410354000.0,1280682000.0,-304681000.0,-1021567000.0
ADBE,2009-02-27,False,Q1,2009,10-Q,786390000.0,207916000.0,156435000.0,0.3,0.3,0.0,5887596000.0,2868991000.0,636865000.0,1148925000.0,4611160000.0,365743000.0,-131562000.0,28675000.0
ADBE,2009-05-29,False,Q2,2009,10-Q,704673000.0,161353000.0,126071000.0,0.24,0.24,0.0,6063745000.0,3087769000.0,613632000.0,1226780000.0,4801041000.0,627272000.0,-349314000.0,48890000.0
ADBE,2009-08-28,False,Q3,2009,10-Q,697507000.0,167602000.0,136045000.0,0.26,0.26,0.0,5961960000.0,2990934000.0,614383000.0,1132144000.0,4694558000.0,863953000.0,-405208000.0,-227710000.0
ADBE,2009-11-27,False,FY,2009,10-K,2945853000.0,690513000.0,386508000.0,0.74,0.73,0.0,7282237000.0,2473624000.0,844553000.0,999487000.0,4890568000.0,1117772000.0,-1497096000.0,477658000.0
ADBE,2010-06-04,False,Q2,2010,10-Q,943035000.0,227285000.0,148611000.0,0.28,0.28,0.0,8006931000.0,3276071000.0,969908000.0,1137606000.0,5178755000.0,510893000.0,-689622000.0,325302000.0
ADBE,2010-03-05,False,Q1,2010,10-Q,858700000.0,176833000.0,127154000.0,0.24,0.24,0.0,7945069000.0,3177219000.0,900774000.0,1589442000.0,5171420000.0,259803000.0,-208719000.0,540159000.0
ADBE,2010-09-03,False,Q3,2010,10-Q,990319000.0,302013000.0,230065000.0,0.44,0.44,0.0,7947029000.0,3236415000.0,967202000.0,814149000.0,5084858000.0,802364000.0,-956290000.0,-28990000.0
ADBE,2010-12-03,False,FY,2010,10-K,3800000000.0,993074000.0,774680000.0,1.49,1.47,0.0,8141148000.0,3216050000.0,1068088000.0,749891000.0,5192387000.0,1112995000.0,-1159294000.0,-215262000.0
ADBE,2011-03-04,False,Q1,2011,10-Q,1027706000.0,302334000.0,234591000.0,0.47,0.46,0.0,8310024000.0,3350798000.0,985532000.0,900156000.0,5425407000.0,332102000.0,-95125000.0,-86518000.0
ADBE,2011-06-03,False,Q2,2011,10-Q,1023179000.0,276724000.0,229436000.0,0.46,0.45,0.0,8339716000.0,3389318000.0,1050379000.0,827475000.0,5389415000.0,721433000.0,-197600000.0,-452478000.0
ADBE,2011-09-02,False,Q3,2011,10-Q,1013212000.0,274110000.0,195101000.0,0.39,0.39,0.0,8492758000.0,3469196000.0,1032259000.0,769212000.0,5563958000.0,1046561000.0,-497722000.0,-550159000.0
ADMP,2011-09-30,False,Q2,2012,10-Q,,-1468564.0,-1465819.0,-0.02,-0.02,0.0,371147.0,241147.0,2390880.0,3026.0,-2019733.0,-1990872.0,,755000.0
ADMP,2011-06-30,False,Q1,2011,10-Q,,-1212845.0,-1240352.0,-0.02,-0.02,0.0,687556.0,487556.0,1913078.0,191223.0,-1225522.0,-1202675.0,500000.0,-345000.0
ACUR,2011-06-30,False,Q2,2011,10-Q,20233000.0,17362000.0,17029000.0,0.36,0.35,0.0,41096000.0,40063000.0,1232000.0,39502000.0,39864000.0,16042000.0,,-532000.0
ACUR,2011-09-30,False,Q3,2011,10-Q,,-2147000.0,-2141000.0,-0.05,-0.05,0.0,39088000.0,38086000.0,1116000.0,37660000.0,37972000.0,14202000.0,,-532000.0
ACXM,2010-09-30,False,Q2,2011,10-Q,291669000.0,27310000.0,13281000.0,0.16,0.16,0.0,1387622000.0,445562000.0,236062000.0,199384000.0,622697000.0,59954000.0,-52756000.0,-31614000.0
ACXM,2010-06-30,False,Q1,2011,10-Q,270395000.0,22076000.0,9805000.0,0.12,0.12,0.0,1364027000.0,466665000.0,245000000.0,218457000.0,585684000.0,16988000.0,-16107000.0,-5163000.0
ACXM,2010-12-31,False,Q3,2011,10-Q,299110000.0,34575000.0,20823000.0,0.25,0.25,0.0,1386252000.0,445033000.0,243233000.0,203936000.0,650704000.0,124184000.0,-73868000.0,-70286000.0
ACXM,2011-03-31,False,FY,2011,10-K,1159970000.0,30924000.0,-23147000.0,-0.36,-0.36,0.0,1306625000.0,459250000.0,229494000.0,207023000.0,591033000.0,166219000.0,-90773000.0,-92617000.0
ACXM,2011-06-30,False,Q1,2012,10-Q,288934000.0,22230000.0,10975000.0,0.12,0.12,0.0,1285225000.0,450533000.0,222261000.0,191094000.0,606448000.0,32754000.0,-16137000.0,-32599000.0
ACXM,2011-09-30,False,Q2,2012,10-Q,300034000.0,28947000.0,12292000.0,0.16,0.16,0.0,1179733000.0,369079000.0,225372000.0,119163000.0,576942000.0,90468000.0,-32079000.0,-145383000.0
ADUS,2011-06-30,False,Q2,2011,10-Q,68252000.0,2690000.0,1333000.0,0.12,0.12,0.0,170050000.0,90818000.0,45039000.0,24105000.0,90422000.0,29098000.0,-632000.0,-5177000.0
ADUS,2011-09-30,False,Q3,2011,10-Q,69384000.0,-12860000.0,-9049000.0,-0.84,-0.84,0.0,156341000.0,88306000.0,46470000.0,1297000.0,81469000.0,11815000.0,-777000.0,-10557000.0
AGYS,2011-06-30,False,Q1,2012,10-Q,151643000.0,-5387000.0,-4789000.0,-0.21,-0.21,0.0,301103000.0,228409000.0,144153000.0,51675000.0,145079000.0,-21234000.0,-798000.0,-705000.0
AGYS,2011-09-30,False,Q2,2012,10-Q,53588000.0,-5214000.0,7249000.0,-0.14,-0.14,0.0,215122000.0,153052000.0,58713000.0,93662000.0,145244000.0,-5108000.0,59974000.0,-8198000.0
AGEN,2011-06-30,False,Q2,2011,10-Q,786432.0,-4701516.0,-5955210.0,-0.05,-0.05,0.0,22231125.0,13295605.0,4806771.0,12016136.0,-17152293.0,-8670514.0,-30692.0,935366.0
AGEN,2011-09-30,False,Q3,2011,10-Q,653681.0,-4440901.0,-5732025.0,-0.28,-0.28,0.0,24368790.0,15985121.0,5865389.0,14731726.0,-16070609.0,-12068581.0,-30597.0,7048928.0
AFFX,2011-06-30,False,Q2,2011,10-Q,64659000.0,-3107000.0,-3672000.0,-0.05,-0.05,0.0,454191000.0,172760000.0,47619000.0,27396000.0,295194000.0,22069000.0,-29926000.0,-635000.0
AFFX,2011-09-30,False,Q3,2011,10-Q,63987000.0,-5904000.0,-9789000.0,-0.14,-0.14,0.0,451156000.0,184001000.0,49976000.0,32391000.0,287817000.0,33614000.0,-36297000.0,-653000.0
APC,2009-06-30,False,Q2,2009,10-Q,1745000000.0,-490000000.0,-226000000.0,-0.48,-0.48,0.09,49372000000.0,5646000000.0,3422000000.0,3527000000.0,19961000000.0,1761000000.0,-2074000000.0,1480000000.0
APC,2009-09-30,False,Q3,2009,10-Q,2740000000.0,645000000.0,200000000.0,0.4,0.4,0.09,49476000000.0,6056000000.0,2882000000.0,3586000000.0,20185000000.0,2826000000.0,-2928000000.0,1328000000.0
APC,2009-12-31,False,FY,2009,10-K,9000000000.0,377000000.0,-135000000.0,-0.28,-0.28,0.36,50123000000.0,6083000000.0,3824000000.0,3531000000.0,20415000000.0,3926000000.0,-4236000000.0,1481000000.0
APC,2010-03-31,False,Q1,2010,10-Q,3139000000.0,919000000.0,716000000.0,1.44,1.43,0.09,50708000000.0,6402000000.0,3899000000.0,3692000000.0,21125000000.0,1317000000.0,-1181000000.0,36000000.0
APC,2010-06-30,False,Q2,2010,10-Q,2604000000.0,377000000.0,-40000000.0,-0.08,-0.08,0.09,50547000000.0,6074000000.0,4669000000.0,3374000000.0,21205000000.0,2883000000.0,-2472000000.0,-539000000.0
APC,2010-09-30,False,Q3,2010,10-Q,2550000000.0,196000000.0,-26000000.0,-0.05,-0.05,0.09,51826000000.0,7080000000.0,4704000000.0,4218000000.0,21144000000.0,3932000000.0,-3549000000.0,313000000.0
APC,2010-12-31,False,FY,2010,10-K,10842000000.0,1769000000.0,756000000.0,1.53,1.52,0.36,51559000000.0,6675000000.0,4114000000.0,3680000000.0,21439000000.0,5247000000.0,-4964000000.0,-122000000.0
APC,2011-03-31,False,Q1,2011,10-Q,3253000000.0,896000000.0,215000000.0,0.43,0.43,0.09,52013000000.0,6687000000.0,4065000000.0,3460000000.0,21784000000.0,1289000000.0,-1750000000.0,231000000.0
APC,2011-06-30,False,Q2,2011,10-Q,3676000000.0,1001000000.0,540000000.0,1.09,1.08,0.09,52617000000.0,6870000000.0,4127000000.0,3406000000.0,22348000000.0,3126000000.0,-3589000000.0,175000000.0
APC,2011-09-30,False,Q3,2011,10-Q,3199000000.0,-3626000000.0,-3051000000.0,-6.12,-6.12,0.09,53062000000.0,7604000000.0,7863000000.0,3487000000.0,19499000000.0,4592000000.0,-4889000000.0,107000000.0
AVAV,2011-10-29,False,Q2,2012,10-Q,80372000.0,9574000.0,6587000.0,0.3,0.3,0.0,322939000.0,271623000.0,43887000.0,98589000.0,272748000.0,9771000.0,26364000.0,413000.0
AVAV,2011-07-30,False,Q1,2012,10-Q,61997000.0,429000.0,326000.0,0.02,0.01,0.0,301472000.0,267243000.0,29832000.0,81247000.0,265201000.0,1456000.0,17475000.0,275000.0
AEPI,2011-07-31,False,Q3,2011,10-Q,246385000.0,8940000.0,2528000.0,0.43,0.43,0.0,366846000.0,186112000.0,89662000.0,898000.0,41315000.0,-4265000.0,-11211000.0,15392000.0
AEHR,2011-08-31,False,Q1,2012,10-Q,4130000.0,-881000.0,124000.0,0.01,0.01,0.0,12946000.0,11941000.0,3133000.0,3892000.0,9424000.0,-1620000.0,1368000.0,0.0
AEGR,2011-09-30,False,Q3,2011,10-Q,,-10561738.0,-10120498.0,-0.48,-0.48,0.0,84757814.0,83571324.0,6465739.0,36089532.0,68670818.0,-21426808.0,-45914552.0,169680053.0
AEGR,2011-06-30,False,Q2,2011,10-Q,,-8343086.0,-8604718.0,-0.49,-0.49,0.0,90952168.0,88486907.0,5078496.0,87540286.0,75637911.0,-13948086.0,-153625.0,167891158.0
INSU,2011-03-31,False,Q1,2011,10-Q,210587000.0,5489000.0,3006000.0,0.08,0.08,0.0,909238000.0,457186000.0,155841000.0,107343000.0,624846000.0,-4810000.0,-3837000.0,-583000.0
INSU,2011-06-30,False,Q2,2011,10-Q,224985000.0,7840000.0,7629000.0,0.19,0.19,0.0,987108000.0,472875000.0,162278000.0,108004000.0,649297000.0,5472000.0,-34744000.0,20013000.0
AEGN,2011-09-30,False,Q3,2011,10-Q,246218000.0,9498000.0,1160000.0,0.03,0.03,0.0,1122557000.0,512224000.0,192831000.0,96740000.0,636279000.0,-9039000.0,-158722000.0,152954000.0
AKAM,2011-09-30,False,Q3,2011,10-Q,281856000.0,65333000.0,42285000.0,0.23,0.23,0.0,2301957000.0,924479000.0,138878000.0,355599000.0,2122011000.0,316648000.0,36181000.0,-228653000.0
AMRI,2011-06-30,False,Q2,2011,10-Q,53877000.0,-40000.0,-568000.0,-0.02,-0.02,0.0,311288000.0,123144000.0,48241000.0,23506000.0,246237000.0,-3762000.0,4391000.0,-3332000.0
AMRI,2011-09-30,False,Q3,2011,10-Q,50229000.0,-8234000.0,-5852000.0,-0.19,-0.19,0.0,296053000.0,113372000.0,44005000.0,17498000.0,235725000.0,-9141000.0,4891000.0,-3445000.0
ALSK,2011-06-30,False,Q2,2011,10-Q,84943000.0,16208000.0,-3655000.0,-0.08,-0.08,0.0,615631000.0,90173000.0,69749000.0,20219000.0,-37663000.0,31718000.0,-19611000.0,-7204000.0
ALSK,2011-09-30,False,Q3,2011,10-Q,90306000.0,17997000.0,-816000.0,-0.02,-0.02,0.0,608570000.0,84449000.0,69471000.0,23427000.0,-51294000.0,57551000.0,-31341000.0,-18099000.0
AKRX,2011-06-30,False,Q2,2011,10-Q,32148000.0,6676000.0,17946000.0,0.19,0.17,0.0,255324000.0,182033000.0,18275000.0,134483000.0,135797000.0,8337000.0,-33119000.0,117642000.0
AKRX,2011-09-30,False,Q3,2011,10-Q,36703000.0,9354000.0,13524000.0,0.14,0.13,0.0,279911000.0,192525000.0,21284000.0,126608000.0,150614000.0,15978000.0,-48655000.0,117662000.0
AKAM,2009-06-30,False,Q2,2009,10-Q,204600000.0,54394000.0,36007000.0,0.21,0.19,0.0,1988970000.0,802266000.0,89928000.0,321083000.0,1680891000.0,194300000.0,-24225000.0,-5484000.0
AKAM,2009-09-30,False,Q3,2009,10-Q,206500000.0,50745000.0,32745000.0,0.19,0.18,0.0,2028671000.0,776572000.0,110305000.0,202802000.0,1698446000.0,299543000.0,-217559000.0,-36438000.0
